,CustomerID,Recency,Frequency,MonetaryValue,Cluster
63,12425.0,78,36,777.2,0
64,12426.0,195,30,582.73,0
65,12427.0,12,35,708.37,0
66,12428.0,26,300,7877.2,0
67,12429.0,9,97,3750.4,0
68,12430.0,43,11,256.4,0
69,12431.0,36,240,6416.39,0
70,12432.0,43,108,5059.32,0
71,12433.0,1,420,13375.87,0
72,12434.0,85,54,765.19,0
73,12435.0,80,36,7829.89,0
74,12436.0,100,16,509.01,0
75,12437.0,2,201,4896.66,0
76,12438.0,14,98,2906.85,0
77,12441.0,367,11,173.55,0
78,12442.0,3,12,172.06,0
79,12444.0,21,177,5005.46,0
80,12445.0,22,4,133.4,0
81,12446.0,58,58,1002.31,0
82,12447.0,243,26,476.49,0
83,12448.0,44,22,449.45,0
84,12449.0,22,191,4067.29,0
85,12450.0,156,8,197.88,0
86,12451.0,11,355,8933.52,0
87,12452.0,17,23,428.57,0
88,12453.0,134,43,707.09,0
89,12454.0,53,30,5.684341886080803e-14,0
90,12455.0,73,90,2466.86,0
91,12456.0,44,129,3153.89,0
92,12457.0,58,68,1917.78,0
93,12458.0,71,38,947.4,0
94,12461.0,94,35,826.88,0
95,12462.0,2,72,1124.01,0
96,12463.0,46,88,1303.63,0
97,12464.0,10,29,1212.05,0
98,12465.0,8,51,733.89,0
99,12468.0,143,40,724.0400000000001,0
100,12471.0,2,531,18740.92,0
101,12472.0,31,391,6229.48,0
102,12473.0,29,179,2848.23,0
103,12474.0,17,457,7116.47,0
104,12475.0,54,36,723.38,0
105,12476.0,1,264,6546.58,0
106,12477.0,23,308,13117.01,0
107,12478.0,4,36,680.99,0
108,12479.0,4,35,477.3,0
109,12480.0,28,154,3281.63,0
110,12481.0,23,218,5590.86,0
111,12483.0,17,81,2327.13,0
112,12484.0,33,350,4495.27,0
113,12488.0,10,55,1298.66,0
114,12489.0,336,15,334.93,0
115,12490.0,5,245,5417.93,0
116,12491.0,39,26,460.4,0
117,12492.0,63,20,263.21000000000004,0
118,12493.0,166,23,416.79,0
119,12494.0,10,84,1139.35,0
120,12497.0,82,14,1043.1,0
121,12498.0,21,23,403.7000000000001,0
122,12500.0,23,65,4206.27,0
123,12501.0,315,160,2089.68,0
124,12502.0,96,147,3723.87,0
125,12503.0,338,1,-1126.0,0
126,12504.0,18,15,114.0,0
127,12505.0,301,1,-4.5,0
128,12506.0,233,23,73.5,0
129,12507.0,134,23,1258.06,0
130,12508.0,26,69,398.27,0
131,12509.0,284,7,176.5,0
132,12510.0,143,33,982.57,0
133,12512.0,66,34,138.03,0
134,12513.0,85,36,586.79,0
135,12514.0,267,51,1017.68,0
136,12515.0,353,16,383.7,0
137,12516.0,78,26,1312.06,0
138,12517.0,28,286,2464.89,0
139,12518.0,1,124,2056.89,0
140,12519.0,64,18,340.84,0
141,12520.0,79,155,2582.51,0
142,12521.0,143,38,599.68,0
143,12522.0,39,12,192.72,0
144,12523.0,2,110,1745.57,0
145,12524.0,9,144,4485.72,0
146,12526.0,1,71,1316.66,0
147,12527.0,82,18,348.71000000000004,0
148,12528.0,9,95,1922.28,0
149,12530.0,60,68,1623.63,0
150,12531.0,15,17,125.22,0
151,12532.0,30,16,349.83000000000004,0
152,12534.0,131,63,1089.18,0
153,12535.0,92,34,716.35,0
154,12536.0,8,273,4106.82,0
155,12538.0,29,21,363.95,0
156,12539.0,22,274,3852.5,0
157,12540.0,20,481,13309.04,0
158,12541.0,30,52,981.18,0
159,12544.0,30,20,355.7,0
160,12545.0,75,50,1000.39,0
161,12546.0,47,70,1141.5,0
162,12547.0,198,8,207.8,0
163,12548.0,166,5,95.2,0
164,12550.0,79,57,964.83,0
165,12551.0,358,10,168.0,0
166,12552.0,39,20,437.82,0
167,12553.0,8,196,3652.25,0
168,12556.0,50,121,603.71,0
169,12557.0,16,33,11990.96,0
170,12558.0,2,22,1.0658141036401504e-14,0
171,12559.0,311,22,536.21,0
172,12560.0,5,111,2101.39,0
173,12561.0,303,16,238.85,0
174,12562.0,8,168,3781.74,0
175,12564.0,261,21,456.9,0
176,12565.0,282,10,131.17,0
177,12566.0,73,20,346.7,0
178,12567.0,23,463,9114.94,0
179,12569.0,2,191,4064.99,0
180,12571.0,40,34,519.61,0
181,12572.0,9,62,1004.72,0
182,12573.0,227,28,160.54000000000002,0
183,12574.0,316,11,218.45,0
184,12576.0,36,89,1306.98,0
185,12577.0,35,148,595.4,0
186,12578.0,21,120,2753.36,0
187,12579.0,73,31,410.72,0
188,12580.0,247,24,415.7,0
189,12581.0,40,15,197.71,0
190,12582.0,239,22,511.36,0
191,12583.0,3,251,7187.34,0
192,12584.0,4,126,1893.95,0
193,12585.0,234,97,1982.81,0
194,12586.0,17,12,179.94000000000003,0
195,12587.0,8,4,144.0,0
196,12588.0,39,10,214.9,0
197,12589.0,29,35,646.68,0
198,12590.0,190,70,9861.38,0
199,12591.0,317,26,452.85,0
200,12592.0,92,18,437.6,0
201,12593.0,109,21,418.1,0
202,12594.0,38,119,3320.2200000000003,0
203,12596.0,51,27,618.27,0
204,12597.0,19,214,3683.13,0
205,12598.0,10,133,3002.68,0
206,12599.0,29,62,1032.58,0
207,12600.0,29,65,2581.04,0
208,12601.0,190,29,569.5600000000001,0
209,12602.0,59,12,153.12,0
210,12603.0,22,3,739.1999999999999,0
211,12604.0,79,16,254.18,0
212,12605.0,365,3,-7.5,0
213,12607.0,58,202,3.552713678800501e-15,0
214,12609.0,78,60,1126.85,0
215,12610.0,23,111,2057.99,0
216,12611.0,52,65,1193.32,0
217,12612.0,58,21,643.59,0
218,12613.0,31,163,3218.98,0
219,12614.0,278,20,315.6,0
220,12615.0,2,105,2291.19,0
221,12616.0,85,36,657.25,0
222,12617.0,29,42,355.53,0
223,12618.0,22,11,177.31,0
224,12619.0,16,95,3214.81,0
225,12620.0,15,92,1339.41,0
226,12621.0,2,474,13612.07,0
227,12622.0,232,11,180.1,0
228,12623.0,276,18,305.1,0
229,12624.0,106,38,641.13,0
230,12625.0,212,91,2614.32,0
231,12626.0,23,307,6388.35,0
232,12627.0,11,230,4478.53,0
233,12628.0,4,43,769.61,0
234,12630.0,10,64,1270.88,0
235,12631.0,57,31,640.5,0
236,12633.0,59,103,2140.63,0
237,12635.0,90,101,1689.18,0
238,12637.0,67,394,5953.25,0
239,12638.0,33,39,671.69,0
240,12639.0,239,22,486.1,0
241,12640.0,24,53,1174.58,0
242,12641.0,115,10,185.9,0
243,12642.0,25,47,1013.26,0
244,12643.0,128,24,3344.64,0
245,12644.0,130,31,477.91,0
246,12645.0,34,74,1755.38,0
247,12646.0,5,45,1346.97,0
248,12647.0,22,128,3669.92,0
249,12648.0,155,21,318.05,0
250,12649.0,107,33,603.71,0
251,12650.0,3,20,314.44,0
252,12651.0,335,9,114.0,0
253,12652.0,322,51,914.53,0
254,12653.0,149,43,2209.85,0
255,12654.0,11,38,601.98,0
256,12656.0,17,130,3982.72,0
257,12657.0,11,56,1152.06,0
258,12658.0,19,36,686.05,0
259,12659.0,30,5,91.68,0
260,12660.0,11,13,245.1,0
261,12662.0,1,232,3817.08,0
262,12664.0,8,38,4863.88,0
263,12665.0,325,4,61.75,0
264,12666.0,359,2,-227.44,0
265,12667.0,58,33,620.13,0
266,12668.0,7,168,3743.18,0
267,12669.0,151,102,1607.73,0
268,12670.0,10,94,2986.15,0
269,12672.0,330,10,225.9,0
270,12673.0,5,42,610.52,0
271,12674.0,12,91,1919.31,0
272,12676.0,25,45,1331.39,0
273,12678.0,42,167,17588.26,0
274,12679.0,52,56,1058.67,0
275,12680.0,1,52,862.81,0
276,12681.0,15,646,13677.59,0
277,12682.0,4,525,12288.22,0
278,12683.0,4,362,8221.09,0
279,12684.0,8,105,2283.63,0
280,12685.0,28,157,2863.08,0
281,12686.0,372,7,89.14,0
282,12688.0,114,171,4873.81,0
283,12689.0,26,72,1247.61,0
284,12690.0,206,16,389.01,0
285,12691.0,28,32,1035.8,0
286,12693.0,121,41,830.96,0
287,12694.0,70,37,869.67,0
288,12695.0,7,27,582.1,0
289,12697.0,21,43,939.02,0
290,12700.0,8,270,4867.99,0
291,12701.0,80,53,797.71,0
292,12702.0,20,12,219.0,0
293,12703.0,64,22,274.7,0
294,12704.0,7,90,2220.84,0
295,12705.0,15,348,6814.24,0
296,12707.0,292,33,603.42,0
297,12708.0,30,174,2616.32,0
298,12709.0,3,257,9294.1,0
299,12710.0,97,79,1130.57,0
300,12712.0,23,142,4241.63,0
301,12713.0,1,38,848.55,0
302,12714.0,9,259,4708.86,0
303,12715.0,106,21,353.86,0
304,12716.0,4,69,1053.49,0
305,12717.0,151,56,980.98,0
306,12718.0,71,19,238.25,0
307,12719.0,5,42,608.1,0
308,12720.0,3,359,5713.28,0
309,12721.0,32,164,2628.98,0
310,12722.0,85,57,904.33,0
311,12723.0,4,69,725.07,0
312,12724.0,5,53,1031.41,0
313,12725.0,371,24,427.8,0
314,12726.0,28,124,2609.1,0
315,12727.0,11,141,3947.7,0
316,12728.0,71,46,836.33,0
317,12729.0,114,26,453.01,0
318,12731.0,24,277,18793.41,0
319,12732.0,180,12,236.26,0
320,12733.0,234,22,383.95,0
321,12734.0,353,4,110.4,0
322,12735.0,315,43,779.5699999999999,0
323,12736.0,333,4,234.0,0
324,12738.0,372,11,155.35,0
325,12739.0,78,38,1013.04,0
326,12740.0,64,27,427.6,0
327,12743.0,134,134,546.43,0
328,12744.0,52,229,9120.39,0
329,12747.0,2,103,4196.01,0
330,12748.0,1,4642,29072.1,0
331,12749.0,4,231,3868.2,0
332,12750.0,129,15,275.88,0
333,12752.0,81,53,4366.78,0
334,12753.0,4,230,21024.01,0
335,12754.0,236,65,2949.12,0
336,12755.0,250,6,2203.2,0
337,12756.0,87,4,112.07999999999998,0
338,12757.0,16,377,4227.7,0
339,12758.0,117,97,2791.59,0
340,12759.0,52,95,1531.44,0
341,12762.0,8,69,1898.52,0
342,12763.0,138,18,494.08,0
343,12764.0,317,45,1693.88,0
344,12766.0,4,310,6989.63,0
345,12769.0,239,32,1143.6,0
346,12770.0,211,12,1351.45,0
347,12772.0,60,55,892.47,0
348,12775.0,17,67,1351.24,0
349,12778.0,20,51,804.23,0
350,12779.0,21,159,3868.7,0
351,12781.0,21,30,707.72,0
352,12782.0,5,107,2273.32,0
353,12783.0,2,86,1603.87,0
354,12784.0,9,59,574.42,0
355,12785.0,3,15,305.71,0
356,12787.0,10,20,463.66,0
357,12789.0,65,4,91.85,0
358,12790.0,192,21,324.92,0
359,12791.0,374,2,192.6,0
360,12792.0,257,25,400.54,0
361,12793.0,335,24,545.48,0
362,12794.0,53,45,860.41,0
363,12795.0,19,14,430.48,0
364,12797.0,360,17,194.18,0
365,12798.0,10,8,6977.04,0
366,12802.0,184,26,412.58,0
367,12808.0,37,28,483.65,0
368,12809.0,168,26,484.36,0
369,12811.0,261,31,514.85,0
370,12812.0,45,15,229.64,0
371,12814.0,102,2,125.92,0
372,12815.0,148,47,1063.46,0
373,12816.0,96,29,572.2,0
374,12817.0,281,4,166.04,0
375,12818.0,178,16,1517.88,0
376,12820.0,3,59,942.34,0
377,12821.0,214,6,92.72,0
378,12822.0,71,47,918.98,0
379,12823.0,75,5,1759.5,0
380,12824.0,60,25,397.12,0
381,12826.0,3,94,1468.12,0
382,12827.0,6,25,430.15,0
383,12828.0,3,56,1018.71,0
384,12829.0,322,12,253.05,0
385,12830.0,38,39,6748.4,0
386,12831.0,262,9,215.05,0
387,12832.0,32,27,383.03,0
388,12833.0,145,24,417.38,0
389,12834.0,283,18,312.38,0
390,12836.0,59,175,2612.86,0
391,12837.0,173,12,134.1,0
392,12838.0,34,123,683.13,0
393,12839.0,3,316,5583.62,0
394,12840.0,144,116,2714.27,0
395,12841.0,5,439,3876.4,0
396,12842.0,70,34,1118.99,0
397,12843.0,66,108,1680.76,0
398,12844.0,29,52,325.96000000000004,0
399,12845.0,267,27,354.09,0
400,12847.0,22,91,871.54,0
401,12849.0,31,51,1050.89,0
402,12851.0,97,50,135.18,0
403,12852.0,290,20,299.75,0
404,12853.0,108,84,1881.7,0
405,12854.0,79,115,1289.15,0
406,12855.0,373,3,38.1,0
407,12856.0,8,317,2162.68,0
408,12857.0,211,46,1106.4,0
409,12863.0,52,6,504.2,0
410,12864.0,138,3,147.12,0
411,12865.0,26,96,1548.07,0
412,12866.0,283,26,559.12,0
413,12867.0,26,551,3986.22,0
414,12868.0,186,107,1607.0600000000002,0
415,12870.0,366,2,-14.9,0
416,12871.0,84,11,380.64,0
417,12872.0,327,66,599.97,0
418,12873.0,282,4,374.0,0
419,12875.0,143,2,343.2300000000001,0
420,12876.0,58,85,2218.02,0
421,12877.0,4,154,1535.77,0
422,12878.0,18,49,841.64,0
423,12879.0,45,12,552.5699999999999,0
424,12881.0,276,7,298.0,0
425,12882.0,9,13,1463.04,0
426,12883.0,25,42,703.47,0
427,12884.0,88,7,309.05,0
428,12885.0,63,72,1158.27,0
429,12886.0,68,86,1351.09,0
430,12888.0,214,7,313.77,0
431,12890.0,24,82,380.47,0
432,12891.0,186,3,331.0,0
433,12893.0,31,34,188.14,0
434,12895.0,42,24,347.3,0
435,12897.0,205,4,216.5,0
436,12901.0,9,125,16293.1,0
437,12902.0,265,10,138.68,0
438,12904.0,18,72,509.58,0
439,12906.0,12,63,2919.81,0
440,12908.0,59,4,246.0,0
441,12909.0,40,96,2128.83,0
442,12910.0,23,75,3075.04,0
443,12912.0,3,24,1662.3,0
444,12913.0,5,50,2483.63,0
445,12915.0,149,22,363.65,0
446,12916.0,139,109,2982.35,0
447,12917.0,128,2,594.0,0
448,12919.0,8,52,1301.44,0
449,12920.0,17,28,164.23,0
450,12921.0,4,741,16389.74,0
451,12922.0,161,28,405.38,0
452,12923.0,64,29,176.97,0
453,12924.0,88,31,929.95,0
454,12925.0,5,45,694.05,0
455,12928.0,35,84,2062.7000000000003,0
456,12929.0,122,9,105.1,0
457,12930.0,78,27,409.9,0
458,12931.0,22,102,33462.81,0
459,12933.0,24,107,606.28,0
460,12935.0,2,130,2156.45,0
461,12936.0,17,63,1012.9,0
462,12937.0,15,120,1504.27,0
463,12938.0,26,9,114.14,0
464,12939.0,64,47,11581.8,0
465,12940.0,46,103,876.29,0
466,12942.0,131,75,683.9,0
467,12943.0,301,1,-3.75,0
468,12944.0,36,30,604.51,0
469,12945.0,288,23,462.95,0
470,12947.0,144,103,1407.29,0
471,12948.0,16,118,2053.7,0
472,12949.0,31,219,4143.02,0
473,12950.0,2,23,1843.0,0
474,12951.0,9,65,1042.07,0
475,12952.0,6,80,1382.84,0
476,12953.0,10,17,329.85,0
477,12955.0,1,183,4734.26,0
478,12956.0,306,19,108.07,0
479,12957.0,4,244,3979.04,0
480,12962.0,7,16,266.39,0
481,12963.0,8,96,1841.03,0
482,12965.0,89,109,771.91,0
483,12966.0,10,10,160.18,0
484,12967.0,3,33,1194.75,0
485,12968.0,112,5,135.95,0
486,12970.0,7,151,452.24,0
487,12971.0,4,308,10930.26,0
488,12974.0,198,8,144.8,0
489,12976.0,212,22,738.6,0
490,12977.0,156,9,39.24,0
491,12980.0,156,24,7092.06,0
492,12981.0,30,20,372.22,0
493,12982.0,240,34,377.2,0
494,12984.0,19,4,97.5,0
495,12985.0,1,78,1215.62,0
496,12987.0,74,30,545.0,0
497,12988.0,292,92,535.32,0
498,12989.0,3,68,6854.51,0
499,12990.0,31,13,409.5,0
500,12991.0,23,31,503.76,0
501,12993.0,23,27,414.76,0
502,12994.0,4,73,902.22,0
503,12995.0,78,5,200.72,0
504,12997.0,22,67,1197.94,0
505,12999.0,196,28,455.88,0
506,13000.0,107,31,534.85,0
507,13001.0,4,342,9797.92,0
508,13002.0,318,7,120.95,0
509,13003.0,106,6,149.05,0
510,13004.0,12,409,5613.43,0
511,13005.0,174,29,468.95,0
512,13006.0,56,4,81.57,0
513,13008.0,323,15,178.46999999999997,0
514,13011.0,372,3,50.55,0
515,13012.0,9,107,1311.62,0
516,13013.0,1,222,4786.99,0
517,13014.0,3,124,3365.43,0
518,13015.0,53,176,3346.28,0
519,13016.0,73,47,789.89,0
520,13017.0,7,1,204.0,0
521,13018.0,16,459,7272.75,0
522,13021.0,4,134,2584.4,0
523,13023.0,64,40,689.9,0
524,13026.0,1,43,936.15,0
525,13027.0,114,26,6912.0,0
526,13028.0,23,47,659.68,0
527,13029.0,31,10,1247.5,0
528,13030.0,11,99,799.48,0
529,13032.0,39,75,996.52,0
530,13033.0,357,11,190.55,0
531,13034.0,55,37,642.77,0
532,13035.0,58,30,886.63,0
533,13037.0,138,48,881.07,0
534,13038.0,80,28,908.46,0
535,13040.0,9,43,676.99,0
536,13043.0,254,14,471.57,0
537,13044.0,291,33,560.47,0
538,13045.0,99,18,305.28000000000003,0
539,13046.0,31,35,629.31,0
540,13047.0,32,196,3079.1,0
541,13048.0,14,137,1805.91,0
542,13049.0,64,14,656.6800000000001,0
543,13050.0,9,422,5684.61,0
544,13052.0,212,18,348.15000000000003,0
545,13055.0,64,78,1201.96,0
546,13058.0,25,8,271.40000000000003,0
547,13059.0,250,8,183.4,0
548,13060.0,254,15,307.53,0
549,13061.0,72,10,248.61,0
550,13062.0,191,11,346.98,0
551,13064.0,13,69,1119.49,0
552,13065.0,373,14,205.86,0
553,13066.0,24,49,430.9,0
554,13067.0,82,15,115.46,0
555,13068.0,10,2,344.0,0
556,13069.0,1,470,3717.82,0
557,13070.0,192,9,228.8,0
558,13072.0,267,7,177.15,0
559,13075.0,130,22,919.61,0
560,13077.0,1,112,729.27,0
561,13078.0,1,380,12432.28,0
562,13079.0,4,6,220.1,0
563,13080.0,179,6,58.08,0
564,13081.0,1,1061,27964.48,0
565,13082.0,126,75,3595.48,0
566,13083.0,4,18,303.75,0
567,13085.0,158,29,272.38,0
568,13089.0,3,1857,57385.88,0
569,13090.0,9,161,8689.39,0
570,13091.0,21,24,319.82,0
571,13092.0,71,26,459.83,0
572,13093.0,267,170,7741.47,0
573,13094.0,21,30,1708.86,0
574,13095.0,71,6,74.39999999999999,0
575,13097.0,33,437,5893.32,0
576,13098.0,1,605,28658.88,0
577,13099.0,99,1,207.36,0
578,13101.0,234,8,101.19,0
579,13102.0,1,310,6336.29,0
580,13103.0,40,8,243.94,0
581,13104.0,3,20,1098.48,0
582,13106.0,129,2,59.5,0
583,13107.0,44,60,1524.07,0
584,13108.0,373,10,350.06,0
585,13109.0,3,50,766.84,0
586,13110.0,31,146,1452.87,0
587,13113.0,1,280,10510.0,0
588,13115.0,9,132,2205.63,0
589,13116.0,117,31,485.19,0
590,13117.0,22,76,984.91,0
591,13118.0,20,82,1125.0,0
592,13120.0,239,1,30.6,0
593,13121.0,269,53,254.73,0
594,13122.0,94,55,922.39,0
595,13124.0,90,235,3866.33,0
596,13126.0,5,142,2056.29,0
597,13127.0,78,15,259.17,0
598,13130.0,94,2,64.0,0
599,13131.0,23,46,1039.3,0
600,13132.0,262,3,77.3,0
601,13133.0,274,7,109.8,0
602,13134.0,73,105,1740.63,0
603,13135.0,197,1,3096.0,0
604,13136.0,50,139,2545.38,0
605,13137.0,11,705,3605.08,0
606,13138.0,22,63,962.39,0
607,13139.0,16,174,5055.79,0
608,13140.0,108,46,423.72,0
609,13141.0,85,136,2385.8,0
610,13142.0,19,23,307.09,0
611,13144.0,333,3,110.95,0
612,13145.0,40,7,614.77,0
613,13146.0,26,17,228.91,0
614,13147.0,10,4,712.8000000000001,0
615,13148.0,29,347,3348.48,0
616,13149.0,14,86,1676.06,0
617,13151.0,203,75,1250.37,0
618,13153.0,6,15,486.22,0
619,13154.0,144,1,-611.86,0
620,13155.0,33,85,971.76,0
621,13157.0,49,89,1721.57,0
622,13158.0,95,79,1201.06,0
623,13159.0,9,122,1379.75,0
624,13160.0,22,4,91.8,0
625,13161.0,313,8,112.75,0
626,13162.0,122,82,1644.99,0
627,13165.0,46,42,1021.48,0
628,13166.0,282,42,414.7,0
629,13167.0,19,65,791.33,0
630,13168.0,36,133,1310.14,0
631,13169.0,64,13,712.88,0
632,13170.0,27,32,116.01,0
633,13171.0,8,48,426.81,0
634,13173.0,4,43,353.65,0
635,13174.0,16,314,2817.03,0
636,13176.0,46,72,492.84,0
637,13177.0,65,17,282.45,0
638,13178.0,26,265,5725.47,0
639,13182.0,45,11,121.18,0
640,13183.0,8,94,3957.78,0
641,13184.0,15,183,1648.79,0
642,13185.0,268,1,71.4,0
643,13186.0,40,84,1539.69,0
644,13187.0,337,37,236.02,0
645,13188.0,11,2,114.6,0
646,13189.0,19,29,260.68,0
647,13192.0,95,63,911.94,0
648,13193.0,61,29,117.88,0
649,13194.0,136,3,60.7,0
650,13196.0,11,110,1797.78,0
651,13198.0,10,229,3384.09,0
652,13199.0,4,120,9803.96,0
653,13200.0,19,46,870.09,0
654,13203.0,10,57,869.46,0
655,13207.0,15,8,250.26,0
656,13208.0,59,150,1205.9,0
657,13209.0,30,329,5820.16,0
658,13210.0,94,22,353.48,0
659,13211.0,10,56,1197.42,0
660,13212.0,9,143,780.58,0
661,13213.0,57,92,1518.43,0
662,13216.0,268,5,333.74,0
663,13217.0,122,7,133.62,0
664,13218.0,127,5,62.63999999999999,0
665,13220.0,78,21,819.2900000000001,0
666,13221.0,240,66,847.41,0
667,13223.0,200,5,163.20000000000002,0
668,13224.0,60,109,2150.85,0
669,13225.0,3,34,6083.04,0
670,13226.0,273,16,108.21,0
671,13227.0,202,9,257.7,0
672,13228.0,81,2,358.0,0
673,13229.0,226,10,160.95,0
674,13230.0,4,612,2763.41,0
675,13232.0,13,207,1357.6,0
676,13233.0,74,43,605.12,0
677,13235.0,212,59,101.17000000000009,0
678,13236.0,25,39,727.27,0
679,13238.0,11,32,680.83,0
680,13239.0,262,22,329.56,0
681,13240.0,96,67,663.65,0
682,13242.0,112,13,270.40000000000003,0
683,13243.0,203,58,600.07,0
684,13244.0,93,27,121.74,0
685,13245.0,51,16,430.5,0
686,13246.0,18,143,1922.1,0
687,13247.0,18,25,501.12,0
688,13248.0,125,26,465.68,0
689,13249.0,92,23,711.41,0
690,13253.0,157,36,1030.4,0
691,13255.0,4,14,390.66,0
692,13256.0,14,1,0.0,0
693,13258.0,12,38,698.58,0
694,13259.0,62,87,292.32,0
695,13260.0,61,8,557.62,0
696,13261.0,269,9,944.1,0
697,13262.0,263,11,200.29,0
698,13263.0,1,1677,7454.07,0
699,13265.0,53,91,2107.66,0
700,13266.0,11,202,3717.67,0
701,13267.0,3,224,4404.44,0
702,13268.0,18,447,3167.64,0
703,13269.0,1,320,5315.92,0
704,13270.0,366,1,590.0,0
705,13271.0,37,101,178.26,0
706,13272.0,31,15,276.56,0
707,13273.0,113,16,138.98,0
708,13276.0,64,30,590.9300000000001,0
709,13277.0,16,8,258.4,0
710,13278.0,41,46,542.73,0
711,13279.0,64,11,126.3,0
712,13280.0,122,85,814.86,0
713,13282.0,18,40,1047.84,0
714,13283.0,60,7,93.66,0
715,13284.0,323,14,196.15,0
716,13285.0,23,187,2709.12,0
717,13291.0,156,42,361.11,0
718,13292.0,39,31,578.9399999999999,0
719,13294.0,190,54,873.74,0
720,13295.0,360,11,197.95,0
721,13296.0,137,5,87.4,0
722,13297.0,8,59,2089.85,0
723,13298.0,1,2,360.0,0
724,13299.0,268,5,142.5,0
725,13300.0,165,22,365.29,0
726,13301.0,104,81,618.09,0
727,13302.0,155,1,63.75,0
728,13304.0,351,21,300.42,0
729,13305.0,4,81,2000.86,0
730,13307.0,120,1,15.0,0
731,13308.0,23,57,1367.61,0
732,13309.0,7,107,1456.79,0
733,13310.0,9,77,1083.63,0
734,13311.0,4,26,598.57,0
735,13313.0,22,78,1555.32,0
736,13314.0,2,75,578.66,0
737,13316.0,37,88,5815.49,0
738,13317.0,64,135,2140.07,0
739,13318.0,1,20,640.76,0
740,13319.0,5,500,10664.34,0
741,13320.0,70,110,1491.7,0
742,13321.0,72,11,567.36,0
743,13322.0,17,25,199.48,0
744,13323.0,3,21,787.85,0
745,13324.0,32,77,7072.8,0
746,13325.0,82,12,675.3,0
747,13327.0,39,109,3617.57,0
748,13328.0,316,17,1308.48,0
749,13329.0,32,19,740.4,0
750,13330.0,93,53,1140.93,0
751,13332.0,14,21,350.9,0
752,13334.0,82,268,3536.82,0
753,13336.0,77,51,795.12,0
754,13338.0,154,24,431.82,0
755,13339.0,201,54,860.12,0
756,13340.0,45,134,10736.48,0
757,13341.0,261,42,775.85,0
758,13343.0,173,22,303.93,0
759,13344.0,68,119,2543.72,0
760,13345.0,277,22,377.6,0
761,13347.0,70,8,341.36,0
762,13348.0,64,14,233.76,0
763,13349.0,11,16,247.32,0
764,13350.0,16,43,910.72,0
765,13351.0,66,16,373.94,0
766,13352.0,8,27,389.28,0
767,13354.0,71,51,743.53,0
768,13355.0,122,32,674.7,0
769,13356.0,80,42,768.24,0
770,13357.0,257,90,609.95,0
771,13358.0,269,29,439.03,0
772,13359.0,59,24,431.26,0
773,13362.0,3,169,3085.49,0
774,13363.0,18,60,992.5,0
775,13364.0,67,20,0.0,0
776,13365.0,9,132,2191.22,0
777,13366.0,50,1,56.16,0
778,13368.0,257,29,623.4,0
779,13369.0,354,19,263.75,0
780,13370.0,366,44,721.32,0
781,13372.0,90,23,378.64,0
782,13373.0,61,158,3312.25,0
783,13375.0,81,38,772.9,0
784,13376.0,99,53,1019.76,0
785,13379.0,26,97,572.56,0
786,13381.0,21,173,3626.81,0
787,13382.0,281,15,222.99,0
788,13384.0,31,155,4122.28,0
789,13385.0,330,35,534.57,0
